contentSize,gender,titleCount,wasShared,imageLevel,relevancy,videos,isWeekend,browser,readTime,channels
56915,Male,5,no,noImage,no,high,no,opera,4,sports
146538,Male,2,no,noImage,no,high,no,firefox,4,sports
258872,Female,2,no,noImage,yes,high,yes,firefox,0.5,lifestyle
206399,Female,2,no,noImage,yes,high,no,edge,4,sports
197332,Male,5,yes,noImage,no,high,no,firefox,5.5,entertainment
245062,Male,6,yes,noImage,no,high,no,firefox,4,sports
197583,Male,4,yes,noImage,no,low,yes,edge,4,sports
234885,Female,4,yes,noImage,maybe,medium,no,firefox,4,entertainment
72887,Male,4,yes,noImage,no,high,yes,opera,4,sports
180374,Female,3,no,noImage,maybe,low,no,firefox,4,sports
351299,Male,4,no,noImage,no,high,no,edge,5,sports
54012,Male,2,no,noImage,no,high,no,firefox,6,sports
115745,Male,3,no,noImage,no,high,no,firefox,4,lifestyle
116632,Male,4,no,noImage,yes,high,yes,firefox,4,sports
288825,Male,5,no,noImage,no,high,no,edge,4,news
132601,Male,3,no,noImage,no,high,yes,firefox,5,sports
193374,Male,5,no,noImage,yes,high,no,firefox,4,sports
170070,Female,2,no,noImage,yes,medium,yes,firefox,2,sports
126708,Female,4,no,noImage,maybe,high,no,firefox,6,sports
35598,Male,5,no,noImage,yes,high,no,firefox,4,sports
33983,Male,4,no,noImage,no,high,no,firefox,4,sports
192776,Male,5,yes,noImage,no,low,yes,firefox,4.5,sports
118551,Female,3,yes,noImage,maybe,medium,yes,firefox,1.6,sports
201965,Male,6,yes,noImage,yes,high,no,firefox,4,sports
139883,Male,2,no,noImage,yes,high,no,firefox,4,lifestyle
285020,Male,4,no,noImage,yes,high,no,firefox,4,sports
303990,Male,3,no,noImage,yes,high,no,firefox,6,sports
49401,Female,7,no,noImage,yes,high,yes,firefox,2.4,sports
279196,Female,5,no,noImage,yes,high,yes,firefox,4,sports
211870,Male,2,no,noImage,yes,high,yes,firefox,0.6,sports
281432,Male,2,no,noImage,yes,high,no,firefox,3,sports
161155,Male,3,no,noImage,yes,high,yes,firefox,4,sports
197904,Female,2,no,noImage,yes,high,no,firefox,3.5,sports
111746,Male,3,no,noImage,no,high,yes,firefox,4.5,sports
170721,Male,4,no,noImage,no,high,no,firefox,2,entertainment
70100,Male,3,no,noImage,yes,high,yes,firefox,2,business
193626,Female,4,no,noImage,yes,high,no,firefox,4,sports
271749,Male,5,no,blurred,yes,high,no,edge,4,lifestyle
189775,Female,3,no,noImage,yes,high,no,edge,2,sports
401531,Male,6,no,noImage,no,high,no,firefox,3.5,lifestyle
286967,Male,6,no,noImage,no,high,no,firefox,4.5,news
164427,Female,5,no,noImage,yes,high,yes,firefox,4,news
91039,Male,4,yes,high,no,medium,yes,firefox,6,sports
347934,Female,4,no,noImage,yes,high,no,firefox,3.5,sports
371373,Male,5,no,noImage,yes,high,no,firefox,4,business
32220,Female,4,no,noImage,yes,low,yes,firefox,6,sports
187251,Female,3,no,noImage,yes,high,no,firefox,2.5,sports
178107,Male,3,no,noImage,yes,high,yes,firefox,2,sports
343121,Female,4,no,noImage,yes,high,no,firefox,3.6,sports
262749,Male,2,no,noImage,yes,high,no,firefox,4,sports
403107,Male,2,no,noImage,yes,high,no,firefox,4,sports
64293,Female,3,no,noImage,yes,high,no,firefox,3.5,sports
303588,Male,7,no,noImage,no,high,no,firefox,2,lifestyle
324960,Male,2,no,noImage,yes,high,no,firefox,4,news
114060,Male,6,no,noImage,no,high,no,firefox,4,news
48925,Male,5,no,noImage,no,high,no,firefox,4,sports
180980,Female,6,no,noImage,yes,high,no,firefox,4.2,sports
181054,Female,3,no,noImage,yes,medium,yes,firefox,4,sports
388093,Male,2,no,noImage,yes,low,yes,edge,4,sports
249609,Male,2,no,noImage,yes,high,no,firefox,0.8,sports
112131,Male,4,no,noImage,no,low,no,firefox,4,sports
543162,Female,5,no,noImage,yes,high,no,edge,4,news
91996,Female,4,no,noImage,yes,high,no,firefox,4,sports
141944,Male,5,no,noImage,yes,high,yes,firefox,4.2,sports
251804,Female,5,no,noImage,yes,high,no,edge,3,lifestyle
37070,Male,3,no,noImage,yes,high,yes,firefox,4.5,sports
337587,Male,3,yes,noImage,no,high,no,firefox,5,sports
189346,Male,3,no,noImage,yes,high,no,firefox,4.5,sports
222216,Female,6,no,noImage,yes,high,yes,firefox,3.8,lifestyle
267044,Female,3,no,noImage,yes,high,no,opera,2,sports
214635,Male,2,no,noImage,yes,high,no,firefox,2.4,lifestyle
204226,Female,2,no,noImage,yes,high,no,firefox,3.5,lifestyle
108116,Male,3,yes,noImage,no,high,yes,firefox,5,sports
99146,Male,4,yes,high,no,low,yes,firefox,8,entertainment
196232,Male,5,yes,high,no,low,no,firefox,5,sports
248344,Male,2,no,noImage,yes,high,no,edge,5,news
186035,Male,4,yes,noImage,no,medium,no,firefox,4.5,news
177905,Male,4,yes,noImage,yes,high,no,firefox,5.8,sports
85812,Female,3,no,noImage,maybe,medium,no,firefox,4,sports
221172,Male,4,yes,noImage,no,low,yes,firefox,4,sports
99183,Female,7,no,noImage,yes,high,no,firefox,0.9,sports
190387,Male,4,no,noImage,no,high,no,firefox,5,entertainment
202692,Male,4,no,noImage,no,high,yes,firefox,4,entertainment
109339,Female,4,no,noImage,yes,high,yes,chrome,4.6,sports
108658,Male,3,no,noImage,yes,high,no,firefox,4,sports
197202,Male,4,no,noImage,no,high,no,edge,4,sports
101739,Female,4,yes,noImage,maybe,low,yes,firefox,5,sports
231559,Male,7,yes,high,no,high,yes,firefox,4.8,sports
207853,Male,4,no,noImage,no,medium,no,firefox,5,news
190942,Female,6,no,noImage,yes,high,no,edge,3,sports
102345,Male,3,no,noImage,yes,high,yes,firefox,4,sports
41493,Female,3,no,noImage,yes,high,yes,firefox,4.5,entertainment
190027,Female,3,no,noImage,yes,high,no,edge,4,lifestyle
210525,Male,4,no,noImage,no,high,no,firefox,4,sports
133937,Male,3,no,noImage,yes,high,yes,firefox,4,sports
237903,Female,3,no,noImage,yes,high,no,firefox,4,sports
163862,Male,3,no,noImage,yes,high,no,firefox,4,sports
201872,Male,3,no,noImage,no,medium,no,firefox,5,sports
84179,Female,3,no,noImage,yes,high,no,firefox,4.5,sports
51662,Female,6,no,noImage,maybe,high,yes,firefox,0.8,sports
233327,Male,4,no,noImage,no,high,no,firefox,4,news
259510,Male,2,no,noImage,yes,high,no,firefox,3.6,sports
184831,Male,3,no,noImage,yes,high,no,firefox,4,sports
245724,Male,5,no,noImage,yes,low,no,firefox,5,entertainment
27053,Female,4,no,noImage,yes,high,no,firefox,4,entertainment
205343,Female,7,no,noImage,yes,high,yes,firefox,4,sports
229328,Female,4,no,noImage,maybe,high,no,edge,4,sports
319560,Female,3,yes,noImage,yes,high,yes,edge,4,business
136218,Female,7,no,noImage,yes,high,yes,firefox,4,sports
54576,Male,4,no,noImage,no,high,no,firefox,4,sports
323069,Female,3,no,noImage,yes,high,no,firefox,2,sports
148291,Female,3,no,noImage,maybe,medium,no,firefox,3.2,sports
152453,Male,3,no,noImage,no,high,yes,firefox,4,sports
114053,Male,3,no,noImage,yes,high,yes,firefox,5.5,sports
212960,Male,5,yes,noImage,no,medium,yes,firefox,3.5,sports
264052,Male,5,yes,noImage,no,high,no,firefox,5,sports
82804,Female,2,no,noImage,yes,high,no,edge,4,sports
334273,Male,5,yes,noImage,no,high,yes,firefox,6,entertainment
27337,Male,2,no,noImage,yes,high,no,opera,4.8,sports
188436,Male,4,no,blurred,no,low,yes,firefox,4.5,entertainment
433665,Female,5,no,noImage,yes,high,no,firefox,4,sports
110663,Male,3,no,noImage,yes,high,no,firefox,3.5,entertainment
87490,Male,5,no,noImage,yes,low,yes,firefox,4.2,sports
354351,Male,2,no,noImage,yes,high,no,firefox,4,sports
95469,Male,5,no,noImage,no,high,no,firefox,4,sports
242718,Male,2,no,noImage,yes,medium,yes,firefox,1.2,sports
22463,Male,4,yes,noImage,no,high,yes,firefox,4,sports
158156,Female,3,no,noImage,yes,high,yes,firefox,7,sports
350162,Male,3,yes,noImage,maybe,low,yes,firefox,4,sports
165532,Male,2,no,noImage,yes,high,no,firefox,2.5,lifestyle
28738,Female,4,no,noImage,yes,medium,yes,firefox,3.5,entertainment
283635,Female,6,no,noImage,yes,high,yes,firefox,4,news
86646,Male,3,no,noImage,no,high,no,firefox,4.5,entertainment
195733,Male,7,yes,noImage,no,high,no,firefox,3,lifestyle
69884,Male,6,yes,noImage,no,medium,no,firefox,4,sports
199713,Male,6,no,noImage,no,high,no,firefox,4,sports
181659,Male,3,no,noImage,no,high,no,firefox,4,sports
340939,Male,3,no,noImage,yes,medium,yes,firefox,4,entertainment
197747,Female,2,no,noImage,yes,medium,no,firefox,2.4,sports
34292,Male,3,no,noImage,yes,high,no,firefox,6,sports
156764,Male,2,no,noImage,yes,high,yes,firefox,4,sports
25826,Male,5,yes,noImage,no,high,yes,firefox,4.7,sports
103948,Male,6,no,noImage,yes,high,yes,firefox,8,entertainment
137390,Male,4,no,noImage,no,high,no,firefox,4,lifestyle
105138,Female,6,no,noImage,maybe,high,no,opera,4,lifestyle
39352,Male,6,yes,noImage,yes,high,no,firefox,4.8,sports
168387,Male,3,yes,high,no,high,yes,firefox,4,sports
117789,Female,2,no,noImage,yes,high,yes,firefox,4,sports
267147,Male,3,no,noImage,yes,medium,no,firefox,4,sports
99399,Female,2,no,noImage,yes,high,no,opera,2.5,lifestyle
214242,Male,4,yes,noImage,no,high,yes,firefox,5,entertainment
200408,Male,3,no,blurred,yes,medium,no,firefox,4,sports
136455,Female,5,no,noImage,yes,high,yes,firefox,4.5,sports
239824,Male,3,no,noImage,yes,medium,yes,firefox,4,sports
217039,Male,2,no,noImage,yes,high,no,firefox,2.8,sports
51290,Female,6,no,noImage,yes,high,no,firefox,4,sports
175674,Male,4,no,noImage,no,high,yes,firefox,4,news
194404,Male,4,no,noImage,yes,high,yes,firefox,4,entertainment
45612,Female,5,no,noImage,yes,high,no,edge,3.7,sports
410114,Male,5,yes,noImage,no,high,yes,firefox,4,sports
182521,Male,3,no,noImage,yes,high,no,opera,4,sports
339772,Male,4,no,noImage,yes,low,no,edge,4,news
169658,Female,2,no,noImage,yes,high,yes,firefox,2.1,sports
200853,Female,5,no,low,yes,high,yes,firefox,6,sports
247564,Male,2,no,noImage,yes,high,no,firefox,4,sports
249909,Male,2,no,noImage,no,high,no,firefox,5,sports
208122,Male,3,no,blurred,yes,high,yes,firefox,4,news
109881,Female,3,no,noImage,yes,high,yes,firefox,2,sports
207824,Male,4,no,noImage,yes,high,no,firefox,6,sports
369027,Male,3,no,noImage,no,high,no,edge,4.5,sports
114117,Male,5,no,noImage,no,low,no,firefox,3.2,entertainment
51048,Male,5,no,noImage,no,medium,yes,firefox,5.5,entertainment
102388,Male,5,yes,high,no,high,yes,firefox,4.5,sports
190483,Female,2,no,noImage,yes,medium,yes,firefox,2,sports
462440,Female,5,no,noImage,yes,high,yes,edge,2,sports
109351,Female,7,no,noImage,yes,high,yes,edge,2.4,sports
34383,Male,3,no,noImage,no,high,yes,firefox,5.5,sports
241832,Male,5,no,noImage,yes,high,yes,firefox,4,sports
124187,Male,3,no,noImage,yes,high,no,edge,6,sports
153614,Male,3,yes,noImage,no,medium,no,firefox,4.5,sports
267556,Male,4,no,noImage,no,medium,no,firefox,6.4,entertainment
205469,Male,3,yes,noImage,no,low,no,firefox,4,sports
268090,Male,5,yes,noImage,no,medium,yes,firefox,2.6,sports
165039,Female,5,no,noImage,yes,high,no,edge,4,entertainment
120451,Female,5,no,noImage,yes,high,yes,edge,4,news
154374,Male,4,yes,high,no,high,no,firefox,6,sports
103649,Female,3,yes,noImage,maybe,high,yes,edge,4,sports
35723,Male,6,no,noImage,no,high,no,firefox,6,entertainment
262601,Female,2,no,noImage,yes,high,no,firefox,1.4,sports
226181,Male,2,no,noImage,yes,high,yes,firefox,4,sports
175697,Male,3,yes,high,no,low,yes,firefox,6,sports
248145,Male,5,no,noImage,no,high,no,firefox,5,entertainment
289436,Male,5,yes,noImage,no,high,yes,firefox,6,entertainment
75654,Male,3,no,noImage,yes,high,no,firefox,5.5,sports
199378,Male,6,no,noImage,no,high,no,firefox,4,sports
160968,Male,2,no,noImage,yes,high,no,firefox,4,sports
188563,Male,4,yes,low,no,medium,no,firefox,5,sports
55849,Male,3,no,noImage,no,high,no,firefox,4.5,sports
195322,Male,5,yes,noImage,yes,high,yes,firefox,4,entertainment
402089,Female,3,no,noImage,yes,high,no,firefox,4,news
78277,Male,7,no,noImage,no,high,no,firefox,1.5,sports
158611,Male,6,no,noImage,no,high,no,firefox,5,lifestyle
169496,Male,3,yes,noImage,no,medium,yes,firefox,4,business
130959,Male,2,no,noImage,yes,high,no,firefox,2,sports
556660,Male,2,no,blurred,yes,low,no,firefox,5,sports
292472,Male,4,yes,noImage,no,high,yes,opera,4,sports
143774,Female,4,no,noImage,yes,low,no,firefox,4.5,business
288341,Female,3,no,noImage,yes,high,no,firefox,3.2,sports
71592,Female,3,no,noImage,yes,high,no,opera,4,business
167358,Female,7,no,blurred,yes,high,yes,firefox,1.5,lifestyle
106742,Male,3,no,noImage,no,high,no,firefox,4.5,sports
219288,Male,4,no,noImage,no,high,no,firefox,3.5,sports
174524,Male,4,yes,noImage,no,high,no,firefox,4,sports
335183,Male,4,yes,noImage,no,high,no,edge,4,entertainment
261293,Male,4,no,noImage,yes,medium,yes,firefox,6,sports
111900,Male,3,no,noImage,yes,high,no,firefox,4,sports
194360,Male,4,no,noImage,yes,high,yes,firefox,3.8,news
81145,Female,2,no,noImage,yes,medium,no,firefox,2.5,sports
341204,Female,4,yes,high,yes,high,yes,firefox,4,sports
249362,Male,3,no,blurred,no,high,no,firefox,4,business
247019,Male,4,yes,noImage,no,high,no,edge,4,sports
114746,Female,2,no,noImage,yes,high,yes,opera,4,lifestyle
172146,Male,2,no,noImage,yes,high,yes,firefox,4,sports
110457,Male,5,no,noImage,yes,low,no,firefox,4,business
80077,Female,2,no,noImage,yes,high,yes,firefox,2,lifestyle
368700,Male,2,no,noImage,yes,high,yes,firefox,1,entertainment
182556,Male,3,yes,noImage,no,low,yes,firefox,4,sports
219420,Male,5,yes,noImage,no,medium,no,firefox,5,entertainment
240817,Female,2,no,blurred,yes,medium,no,firefox,4,sports
102726,Male,2,no,noImage,yes,high,no,firefox,1.6,sports
226267,Male,3,no,noImage,no,high,no,firefox,4,sports
125457,Male,3,no,noImage,yes,high,no,firefox,4.5,sports
204021,Male,6,no,noImage,yes,low,no,firefox,5,entertainment
92262,Male,3,no,noImage,yes,high,no,firefox,4.8,news
161141,Male,4,yes,noImage,no,high,yes,firefox,4,sports
190290,Male,3,yes,noImage,no,high,no,firefox,4,entertainment
430828,Male,2,no,noImage,yes,low,no,edge,4,news
59342,Female,2,no,noImage,yes,high,yes,firefox,0.5,business
136721,Female,3,no,noImage,yes,low,no,firefox,4,sports
149422,Male,7,no,noImage,yes,high,no,firefox,0.4,lifestyle
86644,Female,5,no,noImage,maybe,high,yes,firefox,5.5,news
195124,Male,4,no,noImage,yes,low,yes,firefox,3.5,sports
167350,Male,3,no,noImage,yes,high,no,firefox,3,sports
113000,Male,5,no,noImage,no,high,no,firefox,4,news
140027,Female,2,no,noImage,yes,high,no,edge,4.5,sports
262425,Male,4,no,noImage,no,high,no,firefox,5,sports
316702,Male,2,no,noImage,yes,high,no,firefox,2,sports
335453,Female,2,no,noImage,yes,medium,yes,firefox,2,business
202480,Male,3,no,noImage,yes,high,yes,firefox,4.5,lifestyle
203628,Male,4,yes,noImage,yes,high,yes,firefox,6,sports
118710,Male,3,yes,noImage,no,medium,yes,firefox,4,sports
189620,Female,3,no,noImage,yes,high,yes,firefox,4,sports
475028,Female,2,no,noImage,yes,medium,no,firefox,2,sports
110866,Male,4,no,noImage,yes,high,yes,firefox,5,news
243605,Female,3,no,noImage,yes,medium,yes,firefox,4,sports
163870,Male,2,no,noImage,yes,high,no,firefox,3,sports
80145,Male,3,no,noImage,no,high,no,firefox,4,entertainment
295566,Female,5,yes,high,yes,high,yes,firefox,6.5,sports
63042,Female,4,yes,noImage,yes,low,yes,firefox,5,sports
229148,Male,4,no,noImage,no,high,no,edge,4,sports
242552,Male,5,no,noImage,yes,medium,no,edge,4,sports
177665,Male,6,no,noImage,no,high,no,firefox,3.5,sports
208103,Male,2,no,noImage,yes,high,yes,firefox,2.5,sports
296450,Male,3,no,noImage,no,high,yes,firefox,4,sports
70282,Female,4,no,noImage,yes,high,no,edge,4,sports
271767,Male,4,no,noImage,yes,high,yes,firefox,4,sports
144995,Male,4,no,blurred,no,medium,yes,firefox,4,sports
382635,Female,4,no,noImage,yes,high,yes,firefox,3.5,news
295697,Female,3,no,noImage,yes,high,no,edge,4,sports
194141,Male,3,no,noImage,no,high,no,firefox,4,sports
378418,Female,2,no,noImage,yes,medium,no,firefox,4,business
214399,Female,2,no,noImage,yes,medium,no,firefox,1.5,sports
217460,Male,3,yes,noImage,no,low,yes,firefox,4.5,sports
182556,Male,3,no,noImage,yes,high,no,firefox,4,sports
125831,Male,4,no,noImage,no,high,no,firefox,6,sports
271328,Male,3,no,blurred,yes,high,yes,firefox,4,sports
50459,Male,5,yes,noImage,no,low,no,firefox,4.2,news
162140,Male,4,yes,high,no,low,yes,firefox,4.5,sports
177937,Male,4,yes,noImage,yes,high,yes,firefox,4,sports
111502,Female,4,no,noImage,maybe,medium,no,firefox,4,sports
299047,Female,2,no,noImage,yes,high,no,firefox,2,sports
223212,Male,3,no,noImage,no,high,no,firefox,4,sports
118474,Male,7,yes,high,no,low,yes,firefox,5.9,entertainment
352139,Female,2,no,noImage,yes,high,no,firefox,2.4,sports
173093,Female,6,no,noImage,yes,high,no,opera,4,sports
181655,Male,3,no,noImage,no,high,yes,firefox,4.5,sports
332702,Female,3,no,noImage,yes,high,yes,firefox,1.5,sports
51164,Female,5,no,noImage,maybe,high,no,edge,4,lifestyle
234901,Male,4,no,blurred,no,high,no,firefox,4,sports
131414,Female,4,no,noImage,yes,medium,no,edge,3.6,sports
260960,Male,4,no,noImage,no,high,yes,firefox,5,business
156052,Female,6,no,blurred,yes,high,no,edge,2,sports
279914,Male,4,yes,noImage,no,medium,yes,firefox,4,sports
192453,Female,2,no,noImage,yes,high,no,firefox,2.5,sports
200939,Male,6,no,noImage,no,high,no,firefox,7.2,entertainment
151408,Female,4,yes,high,yes,low,yes,firefox,5,sports
112847,Male,3,no,noImage,yes,medium,yes,firefox,4,sports
316929,Male,2,no,noImage,yes,high,no,firefox,2,sports
126319,Female,4,yes,noImage,maybe,high,yes,firefox,4,news
197422,Male,6,yes,high,no,high,no,firefox,4,sports
267736,Female,3,no,noImage,yes,high,no,edge,4,sports
267034,Male,3,no,noImage,yes,high,yes,edge,4,sports
193047,Male,5,no,noImage,no,high,yes,firefox,3.7,business
356089,Male,3,yes,high,no,low,yes,firefox,4,business
223515,Male,2,no,noImage,yes,high,yes,firefox,2,sports
87510,Male,6,no,noImage,no,high,yes,firefox,4,entertainment
145111,Male,2,no,noImage,yes,high,no,firefox,5,sports
48093,Male,4,no,noImage,yes,high,no,firefox,4,sports
31757,Male,3,no,noImage,yes,high,yes,firefox,3.8,sports
285854,Male,5,yes,noImage,no,high,no,firefox,4,sports
120064,Female,3,no,noImage,yes,high,yes,firefox,4.5,news
167381,Female,5,yes,noImage,maybe,high,no,firefox,4,business
103408,Male,4,no,noImage,yes,high,no,edge,4,sports
101460,Female,4,no,noImage,yes,high,no,firefox,1.8,sports
420537,Female,6,yes,noImage,maybe,high,no,firefox,3.8,news
119411,Male,3,no,noImage,yes,high,no,firefox,4,news
128272,Male,5,yes,noImage,no,low,yes,firefox,7,entertainment
386773,Male,5,yes,noImage,yes,medium,yes,firefox,5.5,sports
283268,Female,3,no,noImage,yes,high,yes,firefox,4.2,sports
301526,Male,3,no,noImage,yes,high,no,firefox,4,business
151790,Female,2,no,noImage,maybe,medium,no,firefox,3,sports
106252,Female,5,no,noImage,yes,medium,yes,firefox,5,entertainment
188557,Male,3,no,noImage,yes,high,no,firefox,4,sports
171114,Female,3,no,noImage,yes,high,no,firefox,3.8,sports
327323,Male,4,no,noImage,yes,high,no,firefox,3.2,sports
244147,Male,3,no,noImage,yes,high,no,firefox,5.5,sports
280282,Female,4,yes,noImage,maybe,medium,yes,firefox,2.4,sports
116442,Male,6,no,noImage,yes,medium,no,firefox,3.8,sports
282579,Male,2,no,noImage,yes,medium,yes,firefox,5.6,news
51838,Female,4,no,noImage,yes,high,no,firefox,4,sports
73585,Male,3,no,noImage,no,high,yes,firefox,4,sports
226902,Male,4,yes,noImage,no,medium,yes,firefox,5,sports
279129,Male,5,no,noImage,yes,medium,no,firefox,4,sports
146908,Male,4,no,noImage,no,high,no,firefox,4,business
196690,Female,3,no,noImage,yes,high,yes,firefox,4.2,sports
130760,Male,4,yes,noImage,no,low,yes,firefox,5,sports
49572,Male,4,no,noImage,no,low,no,firefox,6,entertainment
237601,Female,4,yes,noImage,yes,medium,yes,chrome,5.5,sports
169628,Female,4,no,noImage,yes,high,no,edge,3.8,sports
36671,Male,6,no,noImage,no,high,no,firefox,5,entertainment
